CUSTOMER_ID,INCOME,SAVINGS,DEBT,CLOTHING,EDUCATION,ENTERTAINMENT,FINES,GAMBLING,GROCERIES,HEALTH,HOUSING,TAX,TRAVEL,UTILITIES,EXPENDITURE,GAMBLING_ACTIVITY,HAS_DEBT,HAS_CREDIT_CARD,HAS_MORTGAGE,HAS_SAVINGS_ACCOUNT,HAS_DEPENDENTS,CREDIT_SCORE,HAS_DEFAULTED
C7TG8MQ37K,144329,278348,1154630,1727,2771,10553,0,5075,11536,4158,14995,4634,42057,5586,103092,High,True,False,False,True,False,544,False
C7W46BEW81,25472,342454,28302,711,0,3673,0,0,4505,1208,7551,187,8786,1681,28302,No,True,False,False,True,False,668,False
C7XJH42EUS,14812,171819,14812,735,0,2717,0,238,2689,1021,0,144,6007,1261,14812,Low,True,False,False,True,False,637,True
C7Z8KUBDSL,253599,743890,980583,15283,0,20678,0,0,22968,5325,29955,8483,55237,11137,169066,No,True,False,False,True,False,629,False
C82W3QNQQD,159668,1204770,87092,4730,17872,4827,0,0,31401,5767,39208,3622,28197,9529,145153,No,True,False,True,True,True,664,False
C83EC7WOMR,113615,605946,1126680,2264,0,5055,0,0,23497,2979,29894,2761,21001,7228,94679,No,True,False,True,True,True,554,False
C844VDEAL6,258361,215301,2906564,24356,0,38575,0,0,41873,18773,54544,16854,0,20326,215301,No,True,True,True,True,False,526,False
C85M4QR53M,43974,562867,13192,552,0,6411,0,0,7476,2906,13154,319,10232,2924,43974,No,True,False,False,True,False,679,False
C87QZD07B3,188674,1021982,1871013,5382,21315,5764,0,1682,40256,3836,46999,3946,16670,11378,157228,High,True,True,True,True,True,537,False
C87WWMW4CD,15827,3165,0,68,492,6507,0,0,927,0,0,0,7833,0,15827,No,False,False,False,True,False,696,False
C8AEZB1KHF,258041,774122,1892299,20808,6856,36617,0,0,28130,11362,0,10387,87225,13649,215034,No,True,False,False,True,False,550,False
C8BL5UKZ2M,29826,414581,0,460,0,3392,0,0,4156,3863,7061,169,9162,1563,29826,No,False,False,False,True,False,658,False
C8CDJWBDA3,21210,16968,2121,2546,0,6605,0,0,2544,601,0,825,6999,1090,21210,No,True,False,False,True,False,675,False
C8CLHO0RZ1,244600,838627,1118170,14348,3686,14161,0,0,19985,6467,19798,5610,83331,7328,174714,No,True,False,True,True,False,568,True
C8EN80T4XM,62883,597388,94324,2414,0,9136,0,496,8005,6474,13567,330,19430,3031,62883,Low,True,False,False,True,False,583,False
C8FIF9POPD,192324,288486,634669,23542,0,24955,0,15657,10026,5298,23499,3403,81858,4086,192324,High,True,True,False,True,False,602,True
C8HME9YVKO,279743,536174,1771704,30489,5639,21383,0,0,27351,9783,0,8609,118519,11346,233119,No,True,True,False,True,False,581,True
C8IVP9ZG87,0,5548,70541,0,0,0,0,0,828,135,0,0,6457,506,7926,No,True,False,False,True,False,623,False
C8J02BQH2D,171188,295688,373500,18169,0,30357,0,0,10202,2878,28258,4093,56732,4936,155625,No,True,False,False,True,False,631,False
C8JQDAPT0H,6081,760,116295,243,0,1340,0,0,1544,238,0,0,3823,413,7601,No,True,False,False,True,False,486,True
C8JY6VT4A4,42645,469092,75813,1752,0,5715,0,539,6979,4048,11856,286,13579,2629,47383,Low,True,False,True,True,False,647,False
C8OFRXHUPW,18688,213880,12459,724,0,3842,0,0,4329,1876,8009,216,0,1769,20765,No,True,False,False,True,False,672,False
C8OHQV100V,23381,144962,42086,487,0,3240,0,227,3792,734,6739,150,6521,1491,23381,Low,True,False,False,True,False,613,True
C8P4YV7ZUO,162242,189283,1500742,11853,0,16173,0,9281,17615,4189,0,7092,60479,8520,135202,High,True,True,False,True,False,549,True
C8PBEPV89A,372642,1490568,1521622,41469,0,54721,0,0,45103,18236,0,16637,114252,20117,310535,No,True,False,False,True,False,673,False
C8Q215YRPI,63935,875910,31968,1886,0,6747,0,0,8270,7690,13972,372,21904,3094,63935,No,True,False,False,True,False,639,False
C8SVT1ZWEW,114993,146355,261348,8548,5375,16510,0,9402,6539,2542,0,2244,50689,2690,104539,High,True,False,False,True,False,604,False
C8T50MQRLT,357293,1126848,1841435,18528,0,34441,0,0,37407,10992,48678,15042,91618,18135,274841,No,True,True,False,True,False,638,True
C8T8PT4NN1,313577,313577,2651151,14869,7641,29218,0,0,33349,22688,0,12683,149348,15274,285070,No,True,True,False,True,False,524,True
C8U6D2SQ28,110432,143562,773024,14648,0,18895,0,0,6829,5025,17990,2606,41302,3137,110432,No,True,False,False,True,False,580,False
C8Z4WUSTBZ,106512,183975,280804,6651,3246,15838,0,0,13507,5524,0,4523,41009,6531,96829,No,True,False,False,True,False,620,False
C90O7E1P0H,410661,410661,2786626,12778,9661,36180,998,20985,44991,11941,0,13338,123143,19314,293329,High,True,True,False,True,False,544,True
C90YHKTFFC,332069,2407499,802500,14685,0,9621,0,2783,73144,11278,78161,7220,60863,18969,276724,High,True,False,True,True,True,563,False
C91SLTIAJH,125575,75345,150690,14877,6631,20363,0,0,7623,3210,0,2074,67464,3333,125575,No,True,False,False,True,False,617,False
C92EOZLTSA,185935,666268,2262212,4191,5728,22078,0,0,23556,4971,30857,8739,43292,11534,154946,No,True,True,False,True,False,592,False
C92Y89OX39,42102,0,1018115,821,10125,8157,0,0,5402,830,0,0,11783,1157,38275,No,True,True,False,False,False,391,True
C95I2WXODI,183006,211161,1998991,6791,0,20748,0,11681,26645,5933,0,8492,49337,11147,140774,High,True,True,False,True,False,552,False
C95J2R7K6G,76038,532266,83642,1891,0,8226,0,0,10216,4863,17239,456,29317,3830,76038,No,True,False,False,True,False,665,False
C97OABQGPA,171333,331244,228444,3732,3861,32277,0,0,15147,2941,20757,5882,21888,7737,114222,No,True,False,False,True,False,608,False
C99FK6POVX,232646,845984,3383936,5919,0,10112,0,0,50510,11524,73156,6758,35826,17691,211496,No,True,True,True,True,True,504,True
C9DKNB4UT7,239586,447227,2315998,11539,4250,16034,0,9315,17588,3053,22883,6481,60088,8493,159724,High,True,False,False,True,False,603,False
C9F7C456R6,50908,576953,16969,446,0,7219,0,702,10038,6253,15023,396,13165,3322,56564,Low,True,False,False,True,False,642,False
C9FG5C9IBI,87120,78408,383328,9970,0,18519,0,0,5824,1799,17426,2524,28010,3048,87120,No,True,False,False,True,False,634,False
C9GMY6MGZD,0,10915,2620,0,0,0,0,330,609,106,850,0,0,288,2183,Low,True,False,False,True,False,614,True
C9HNM0U3GC,4498,4498,0,115,286,3764,0,0,612,0,0,0,4220,0,8997,No,False,False,False,True,False,585,False
C9HNMM2A3U,34229,205374,13692,1078,0,4280,0,0,5221,2049,0,220,19384,1997,34229,No,True,False,False,True,False,610,False
C9JIGIU9RO,8917,991,7926,505,4299,2103,0,0,2269,242,0,0,0,490,9908,No,True,False,False,True,False,594,True
C9N78WR909,297516,371895,2355335,6633,0,36855,0,0,33296,6355,51950,16053,77484,19304,247930,No,True,True,False,True,False,570,False
C9O6F9NMJJ,25623,19929,606411,1056,0,3214,0,0,4936,856,0,0,17428,980,28470,No,True,False,False,True,False,435,True
C9PKQ7OMND,277118,1408685,3972030,8739,35188,9491,0,3026,67207,19733,0,7155,61591,18802,230932,High,True,True,False,True,True,509,True
C9Q9P5YQZN,335323,1005970,2630998,10586,8019,30312,0,15244,32543,11778,0,13350,120045,16064,257941,High,True,True,False,True,False,524,True
C9S85IT603,457662,1725035,1372987,33073,0,36165,0,0,47367,10138,51366,14551,140276,19112,352048,No,True,True,True,True,False,531,True
C9URBMKDNN,77877,474340,1330984,1436,16114,4358,0,1513,29555,5683,0,3559,0,8579,70797,High,True,True,False,True,True,479,True
C9V3IFK8A3,263264,702038,658161,30806,6526,26679,0,0,29993,15595,0,9069,87627,13092,219387,No,True,True,False,True,False,582,True
C9WHRI9RSA,74949,119918,112424,4032,0,17379,0,8426,4617,1707,16209,2348,17429,2802,74949,High,True,False,False,True,False,636,False
C9YTQY71MH,16800,4800,0,242,479,6403,0,0,1174,0,0,0,15702,0,24000,No,False,False,False,True,False,639,False
C9Z0YK6B93,11722,5210,302180,1357,0,2726,0,0,4418,1053,2654,0,0,817,13025,No,True,False,False,True,False,385,False
CA2D29ME3B,318618,568960,1957222,6017,10096,38289,0,0,36330,16769,0,13993,85909,20181,227584,No,True,True,False,True,False,640,False
CA2LQZSA6N,115157,967319,426081,5972,25562,9133,0,0,52793,3271,0,4736,0,13690,115157,No,True,False,False,True,True,612,False
CA343SCAZG,26519,222760,45082,652,0,3279,0,338,3659,2131,6796,180,7988,1496,26519,Low,True,False,False,True,False,668,False
CA7C7MGB4R,0,1059,1177,0,0,0,0,199,334,30,450,0,0,164,1177,Low,True,False,False,True,False,591,True
CA7N830VTX,89368,121866,308727,8328,0,22986,0,0,5491,2216,0,2030,37521,2672,81244,No,True,False,False,True,False,609,True
CA95XAQOJ1,265243,682052,1989320,17317,0,27953,0,0,30161,9804,0,12153,77471,14600,189459,No,True,False,False,True,False,552,False
CA9HZRMSGS,216406,613149,1677143,2534,34248,9346,0,0,68365,7935,0,7638,31887,18385,180338,No,True,True,False,True,True,625,False
CABRK0ZO7Z,233050,563203,1301194,4303,37863,13532,0,0,94250,16492,0,7682,0,20086,194208,No,True,True,False,True,True,562,False
CABV32P9HO,37159,598676,24773,1352,0,7326,0,0,8319,4978,0,396,15586,3331,41288,No,True,False,False,True,False,633,False
CABZ7TDSKM,82169,664821,112048,941,0,9510,0,0,9917,7704,19614,473,22194,4346,74699,No,True,False,True,True,False,665,False
CADDTU079K,145146,261263,769274,12976,0,25488,0,11372,8705,1511,24187,3211,53501,4195,145146,High,True,False,True,True,False,581,True
CADX5PJRJV,9045,7538,0,178,369,4817,0,0,754,0,0,0,8957,0,15075,No,False,False,False,True,False,615,False
CAE4RF9RY4,284497,386103,2154047,13745,5523,20855,0,8537,27177,9061,0,8398,98874,11042,203212,High,True,True,False,True,False,583,False
CAERRA1A3I,54349,76089,293485,8491,4059,12516,0,0,4178,726,0,1680,20684,2015,54349,No,True,True,False,True,False,578,True
CAFC8DV0ZR,97870,156593,861260,4931,3086,15192,0,0,12182,1762,16723,5168,0,6203,65247,No,True,True,True,True,False,560,True
CAHCN8ZHWP,169469,550774,734365,10624,0,30594,0,0,25553,2139,43026,13295,0,15993,141224,No,True,True,False,True,False,636,False
CAJISKKBGT,70683,113093,332210,6092,0,14224,114,0,4827,1401,13424,1782,26469,2350,70683,No,True,False,False,True,False,591,False
CAKL6GOL0Y,27213,356490,24492,1094,0,4101,0,0,4976,4023,0,227,10922,1870,27213,No,True,False,False,True,False,615,False
CAL2LW3RG3,97627,48814,859118,8148,0,31345,0,15934,8173,936,0,4177,23893,5021,97627,High,True,False,False,True,False,550,False
CAL4GSGB2J,55889,430345,5589,2553,0,6801,0,570,8735,6061,0,341,27661,3167,55889,Low,True,False,False,True,False,632,False
CAL6KK505C,45259,457116,58837,1540,0,5699,0,0,6968,4104,11820,286,12219,2623,45259,No,True,False,False,True,False,646,False
CAMAA1DYZP,197676,303103,803882,7585,0,34349,0,19140,34646,4542,0,13659,0,17863,131784,High,True,False,False,True,False,643,True
CAOV8CXXHQ,48536,281509,97072,1332,0,8838,147,0,10844,7420,0,480,15411,4064,48536,No,True,False,False,True,False,614,False
CAPI8ENH8A,345362,518043,3379612,22163,0,35303,0,0,38116,13330,0,11506,107765,18504,246687,No,True,True,False,True,False,560,False
CAPY7RIEN6,137264,846464,1967456,5460,0,7724,0,0,40976,8756,0,4032,36855,10584,114387,No,True,True,False,True,True,506,False
CAQ4MBNAJJ,191412,462579,797550,5740,5312,20205,0,0,21152,6917,0,8110,81408,10666,159510,No,True,False,False,True,False,617,False
CAQ5MEZ4HG,351377,849161,4743587,7417,28605,7685,0,2459,73706,15634,62691,5790,73691,15136,292814,High,True,True,True,True,True,510,False
CAQBAEH69B,34093,288244,58889,1407,0,6109,0,0,8075,2397,0,336,9845,2825,30994,No,True,False,False,True,False,619,True
CAR5CDVB8D,95836,139398,270084,13635,4383,13295,0,5997,5423,1963,0,1824,38406,2198,87124,High,True,False,False,True,False,587,False
CARNE55YT1,140301,739767,2270319,2620,15290,4147,0,1309,31543,3868,33603,3387,23635,8144,127546,High,True,False,True,True,True,483,True
CASB0EDEAX,57832,86748,439523,10890,3054,9308,0,0,3220,1218,0,848,27770,1524,57832,No,True,True,False,True,False,537,False
CAVGMAGIW9,322478,996751,2755723,12221,9370,35237,0,14857,32930,8040,50445,12991,98390,18681,293162,High,True,True,True,True,False,562,False
CB0ML6DBP2,414704,452405,791708,22159,10243,38530,0,0,48189,19166,54808,15526,148050,20333,377004,No,True,True,True,True,False,577,True
CB1P9KYNCA,160629,219039,496488,11864,4858,18483,0,0,19999,5796,0,7393,67951,9682,146026,No,True,False,False,True,False,622,False
CB1TI72N5B,66682,666820,54558,2181,0,4692,0,453,7937,8704,9709,210,24568,2166,60620,Low,True,True,False,True,False,613,False
CB1TUY9VRQ,44190,253090,40173,1909,0,3991,0,397,5882,5817,0,216,20107,1854,40173,Low,True,False,False,True,False,613,False
CB28612QXA,7587,3035,0,26,0,2684,0,0,335,0,0,0,4542,0,7587,No,False,False,False,True,False,691,False
CB3H4NFHL2,151294,272329,1149834,10640,8239,34370,0,15465,8448,1480,23592,3416,41549,4095,151294,High,True,True,True,True,False,523,True
CB4Z08TICT,283687,894706,1920345,10255,0,36830,0,20627,36866,15657,0,12167,66245,19574,218221,High,True,True,False,True,False,629,False
CB5VXZMSK0,201724,161380,322759,11575,0,14698,0,0,15669,5447,20397,6302,52812,7583,134483,No,True,False,False,True,False,661,False
CB602S9XK3,45687,18275,260416,2026,0,9137,200,0,2565,1160,8629,1144,19327,1499,45687,No,True,False,True,True,False,601,False
CB822FJJYE,28413,207415,31254,742,0,3464,0,0,4219,1955,7153,176,9116,1588,28413,No,True,False,False,True,False,632,False
CB8EOHQ9AE,73455,609676,29382,3062,0,6129,0,0,9321,6491,12818,336,32457,2841,73455,No,True,False,True,True,False,632,False
CB8XYEFHHU,163754,595468,774108,7348,0,22589,0,13251,20386,7520,0,8248,57628,11897,148867,High,True,False,False,True,False,621,False
CB9HPU1U8F,28638,9546,712768,1658,7217,3323,0,0,4195,1062,0,0,13542,823,31820,No,True,False,False,True,False,433,True
CBCIBTTWEJ,187322,280983,974074,17152,9472,42172,0,0,11028,5697,26937,3902,66263,4699,187322,No,True,True,True,True,False,614,False
CBGF0XQ0RF,42272,295903,46115,1304,0,7415,0,0,8434,2269,0,374,15187,3446,38429,No,True,True,False,True,False,644,False
CBHHJLCYXX,77586,108620,15517,9922,6629,20250,0,0,6513,2488,0,2754,25720,3310,77586,No,True,False,False,True,False,667,False
CBHHOY8HG9,413364,1526266,2162210,27333,8681,39573,0,0,36036,14544,46805,14460,113135,17405,317972,No,True,True,True,True,False,738,False
CBJTN577H5,267668,2052124,3479689,13779,0,14092,0,0,84193,15749,0,6632,69529,19083,223057,No,True,True,False,True,True,489,False
CBK5VLKIOY,111944,89555,447776,9345,0,20390,0,0,7637,1757,19057,2760,47668,3330,111944,No,True,False,False,True,False,613,False
CBKEB9MO3L,0,9984,35277,0,0,0,0,597,737,140,1566,0,3069,547,6656,Low,True,False,False,True,False,585,True
CBKM68YY16,0,58340,137099,0,0,0,0,0,1023,211,1524,0,11296,531,14585,No,True,False,False,True,False,523,True
CBKP0LMEQM,8105,3684,121572,578,0,2239,0,0,2205,340,1530,0,0,476,7368,No,True,False,False,True,False,500,False
CBNH5GV723,3908,2442,0,116,292,3853,0,0,624,0,0,0,0,0,4885,No,False,False,False,True,False,692,False
CBOT10T28T,239089,2021392,2325688,4204,0,10081,0,0,61894,11559,66134,6664,40763,16055,217354,No,True,True,True,True,True,575,False
CBPG6O9FF3,31453,182427,25162,2078,0,7573,68,0,9250,8629,0,381,0,3474,31453,No,True,False,False,True,False,608,False
CBS3CV5OMO,175693,223609,910410,4652,0,30886,0,16990,9019,3249,29000,3851,57030,5044,159721,High,True,False,True,True,False,605,True
CBS5XYXH6M,57696,814159,70518,1637,0,13047,0,0,10898,7678,0,451,26284,4112,64107,No,True,False,False,True,False,625,False
CBTLDH9WAR,28637,359555,50910,1079,0,5286,0,506,5596,4078,0,264,12632,2378,31819,Low,True,False,False,True,False,641,False
CBU30B9V0J,34166,454408,30749,416,0,4612,0,0,5762,3989,0,252,16978,2157,34166,No,True,False,False,True,False,633,False
CBW3N5ZEVZ,109418,415788,1509968,3033,13596,3673,0,0,28557,4009,29967,3019,16310,7254,109418,No,True,False,False,True,True,532,False
CBX5SDQKPP,64713,605949,58830,3405,0,13505,0,832,11445,5508,19383,469,0,4283,58830,Low,True,False,False,True,False,616,False
CBZMVBD57Z,235128,1763460,2069126,8697,0,12928,0,0,89531,12510,0,6530,86153,18779,235128,No,True,False,False,True,True,522,False
CBZQ1WNXF1,13863,1540,46209,2582,0,3456,0,1382,5479,1446,0,0,0,1058,15403,High,True,False,False,True,False,609,True
CC0626P1M3,21592,11777,213956,328,5879,2200,0,870,2671,376,0,0,6631,674,19629,Low,True,False,False,True,False,550,False
CC0G91G0EE,306207,437438,2427781,7514,0,34158,0,13557,29535,6864,0,9415,105346,12330,218719,High,True,True,False,True,False,593,True
CC2574VB21,50580,13795,335669,1506,11076,6976,0,1555,5900,1078,0,0,16618,1273,45982,High,True,False,False,True,False,538,False
CC2U93ZVSL,10602,5301,0,91,331,4347,0,0,583,0,0,0,5250,0,10602,No,False,False,False,True,False,667,False
CC2VJU4FQP,7710,3084,0,199,350,6337,0,0,824,0,0,0,0,0,7710,No,False,False,False,True,False,581,True
CC32QRSL0U,16330,195955,7258,1112,0,2257,0,0,2980,2152,0,110,8503,1030,18144,No,True,False,False,True,False,621,False
CC348SCIOZ,302627,259394,2075155,21135,5906,22178,0,0,25843,11629,31817,9830,76000,11824,216162,No,True,False,True,True,False,630,False
CC3CCMZ8GM,0,33317,31298,0,0,0,0,327,755,63,1036,0,7554,361,10096,Low,True,False,False,True,False,533,False
CC4YBHAPZ9,103494,630370,112902,2250,0,13409,0,842,11886,8375,20202,528,32136,4457,94085,Low,True,False,False,True,False,625,False
CC6POPI7OO,137455,392728,756001,18661,0,29289,0,0,22672,7890,0,8920,0,10750,98182,No,True,True,False,True,False,567,True
CC70KE34ME,295173,771990,1952682,34133,0,22723,0,0,30664,10709,0,9874,107060,11893,227056,No,True,True,False,True,False,538,True
CC7BS38IQ6,6553,4368,0,125,0,4890,0,0,643,0,0,0,5263,0,10921,No,False,False,False,True,False,621,False
CC7FM1QJ50,199262,611069,292250,7577,0,19536,0,0,15382,4487,20018,6185,52234,7422,132841,No,True,False,False,True,False,635,True
CC7ZMMSI0W,327562,701919,2175949,11625,0,30732,0,0,33717,14314,43837,12419,71060,16269,233973,No,True,False,True,True,False,663,False
CCAMIANFB2,22112,17690,555011,502,5263,1985,0,0,2778,571,1940,0,8474,599,22112,No,True,False,False,True,False,389,True
CCBTDAR3OS,80912,89003,517837,10880,4546,16058,170,0,5040,2109,0,1893,37942,2274,80912,No,True,False,False,True,False,555,False
CCBW4IUJLN,154032,602125,1022212,6135,0,17641,0,10278,16363,8284,24998,7725,39317,9288,140029,High,True,False,True,True,False,567,True
CCC6W17COY,46817,613824,31211,1695,0,6780,0,617,8489,5963,13853,360,11184,3078,52019,Low,True,False,False,True,False,639,False
CCC7OK54HE,0,9418,38571,0,0,0,0,0,352,58,0,0,3913,162,4485,No,True,False,False,True,False,499,True
CCCHGKDR99,232690,182828,1562346,30776,0,38107,0,0,41065,21209,0,15153,0,19897,166207,No,True,False,False,True,False,577,True
CCD4621HCU,27917,25379,210646,1545,2402,9711,0,0,2105,554,0,913,6950,1199,25379,No,True,False,False,True,False,572,False
CCDDOFZ8GK,131155,112418,365360,18594,5050,19123,0,0,21794,11292,0,7689,0,10140,93682,No,True,False,False,True,False,616,False
CCDWNE3XJA,189867,650971,813714,4303,5222,19955,0,0,19523,1794,28109,7962,38348,10403,135619,No,True,False,True,True,False,622,False
CCDYYRCFZJ,222154,949203,727049,5480,0,27675,0,0,28084,6189,39109,11076,69801,14544,201958,No,True,False,True,True,False,657,False
CCIKGXMI5A,73051,504052,1198036,2534,10749,3815,0,910,20376,3348,23604,1982,0,5733,73051,Low,True,True,False,True,True,498,False
CCJ3SW4XA0,67032,329065,1023758,3134,0,3724,0,0,27774,4276,0,2790,11941,7299,60938,No,True,False,False,True,True,528,False
CCJWRJY29K,98424,805284,357904,1382,11715,3146,0,1159,22130,2510,25726,2161,13308,6239,89476,High,True,False,False,True,True,609,True
CCK758M8EC,0,24301,82450,0,0,0,0,0,735,89,1317,0,6078,460,8679,No,True,False,False,True,False,588,True
CCKKAPSFX1,320994,770386,1562171,15414,0,38623,0,16134,31922,10679,0,15393,65680,20151,213996,High,True,True,False,True,False,573,True
CCMP23SHDX,86507,17301,614200,6287,0,19851,0,0,5082,1473,14106,2043,35206,2459,86507,No,True,True,True,True,False,568,False
CCRNT9MDG7,286547,651242,2474722,13828,36836,9871,0,3440,75757,11985,80974,8158,0,19648,260497,High,True,True,True,True,True,585,False
CCS7XPOM36,80857,229095,256048,1038,0,2757,154,0,19699,3004,22644,2281,10311,5493,67381,No,True,False,True,True,True,650,True
CCSYAAVLXB,198954,331590,636653,16473,5294,20261,0,11501,22557,9019,28729,8136,0,10666,132636,High,True,True,True,True,False,650,True
CCTW5P2FEX,313736,699872,3064954,26494,9391,50282,0,0,48647,24324,50511,13012,0,18674,241335,No,True,True,True,True,False,545,True
CCX9X4K9FI,6140,5458,139169,257,0,1343,0,0,1065,151,0,0,3730,276,6822,No,True,False,False,True,False,415,True
CCZ1VBONPA,333287,1424044,1666434,10256,35952,9651,0,0,69855,8718,79514,8012,61718,19312,302988,No,True,False,True,True,True,688,False
CD1XWSHRUA,201935,471181,1615478,8207,0,20707,0,0,18507,8162,29413,7576,64867,10840,168279,No,True,False,False,True,False,622,False
CD4A1TDEMR,140588,766842,2172719,2100,19688,5260,0,1722,34771,6152,43290,4362,0,10462,127807,High,True,True,True,True,True,521,True
CD650D5N6I,252977,433675,668583,15582,6268,24126,0,0,26065,4434,33794,10442,47424,12563,180698,No,True,False,True,True,False,663,False
CD708YHATZ,53054,299032,0,1591,0,7054,0,447,6140,5104,10374,276,14941,2304,48231,Low,False,False,False,True,False,604,False
CD727OEO8V,146589,493073,1372609,9753,4008,15403,0,9032,16487,8648,0,6094,55867,7971,133263,High,True,False,False,True,False,546,False
CD7M3CYLFD,191015,1007170,191015,10979,26462,7104,0,0,54622,9941,0,5369,45073,14100,173650,No,True,False,False,True,True,686,False
CD7ZEB9UCC,126980,230872,126980,16826,7670,29470,0,0,8727,3091,0,3191,42620,3841,115436,No,True,False,False,True,False,653,False
CD8Z45PKK2,290284,532187,798280,14674,0,20837,0,0,83231,25328,0,6739,71666,19428,241903,No,True,False,False,True,True,617,False
CDA93QRXP9,134784,362880,1099008,12200,3273,12423,0,6438,13514,3129,0,4980,41213,6510,103680,High,True,False,False,True,False,558,False
CDEACWQN6G,314430,445442,707468,35861,0,37425,0,18912,49532,32654,52959,15004,0,19678,262025,High,True,False,True,True,False,691,False
CDEMIM3HOI,84224,33690,732749,10871,5282,16426,0,0,6173,3536,0,2013,37276,2647,84224,No,True,False,False,True,False,561,False
CDF36EPF0M,159156,891274,1352826,6872,0,7239,0,2207,59365,10170,0,5977,52953,14373,159156,High,True,False,False,True,True,533,False
CDFPJ3XTIU,137509,206264,206264,15661,6450,19782,0,0,7331,2569,18528,2683,61274,3231,137509,No,True,False,False,True,False,639,True
CDGM1ECKUD,46475,655298,83655,1821,0,5168,0,0,6356,5698,10785,288,13968,2391,46475,No,True,False,False,True,False,650,False
CDGYHWOVMW,81832,1170198,73649,1996,0,8645,0,0,12050,7979,17884,429,28870,3979,81832,No,True,False,False,True,False,657,False
CDJZCS3I8N,45134,631876,81241,1376,0,8307,0,621,8827,7317,14973,396,0,3317,45134,Low,True,False,True,True,False,642,False
CDLUX5C0RW,123479,455923,522412,8188,2947,14013,0,0,12210,5579,0,4508,41620,5919,94984,No,True,False,False,True,False,609,False
CDLW43Y1JT,39567,9892,588562,742,9626,3611,0,1209,5698,862,3551,0,23058,1102,49459,High,True,False,True,True,False,483,True
CDMTLQ9CDD,41256,602338,16502,1063,0,5752,0,0,5767,5068,12054,314,8568,2670,41256,No,True,False,False,True,False,652,False
CDORBN054Q,103175,120371,1117727,4266,2949,14670,151,5899,10008,4897,0,4912,32316,5911,85979,High,True,False,False,True,False,533,False
CDPPRMESBY,0,43632,114534,0,0,0,0,0,904,80,0,0,16755,441,18180,No,True,False,False,True,False,480,False
CDSKQ0DQXO,185668,962097,1654132,4559,19798,6651,0,1586,40964,6346,43577,4025,30678,10605,168789,High,True,True,True,True,True,549,False
CDTFA6DWV8,186882,311470,3052406,11160,0,7361,0,2333,55688,18862,0,5967,39978,14386,155735,High,True,True,False,True,True,512,False
CDTJZ89PGS,64872,84334,382745,8913,0,21354,399,0,6483,1073,20208,2926,0,3516,64872,No,True,False,True,True,False,609,False
CDV5H4ZHT0,279622,1016808,2287818,5215,7173,27592,0,0,30364,4135,38836,11002,115453,14432,254202,No,True,True,True,True,False,566,True
CDX7CCDIMA,137008,871871,1955482,6164,0,9501,0,2649,55334,2516,0,6251,27078,15060,124553,High,True,True,False,True,True,512,True
CDXFJE9QT5,26496,214618,15898,1287,0,4697,0,374,4867,3609,0,228,9554,1880,26496,Low,True,False,False,True,False,629,True
CDYSROOJHI,12570,116555,15998,1058,0,3223,0,249,3939,1290,0,180,0,1488,11427,Low,True,False,False,True,False,600,False
CDZ7ELHZOT,34524,375928,76720,1122,0,6374,0,0,7765,6534,0,319,13313,2933,38360,No,True,False,False,True,False,615,False
CDZMSZ6XNS,14680,18350,506460,504,6401,2384,0,0,2988,441,0,0,4902,730,18350,No,True,False,False,True,False,330,True
CE0GO2X0B6,313837,337978,2993521,22991,0,22876,0,0,28093,14038,32448,6686,102172,12109,241413,No,True,True,False,True,False,494,False
CE40BFGXJQ,36708,387104,36708,1762,0,3502,0,0,5210,3106,7346,192,10627,1626,33371,No,True,False,False,True,False,588,True
CE4UAX5WBQ,34573,428705,38030,890,0,6919,0,479,6946,3031,13061,348,0,2899,34573,Low,True,False,False,True,False,602,False
CE53J5XP5E,53869,244860,19589,1308,0,7334,0,0,8011,2522,15154,396,10874,3373,48972,No,True,False,False,True,False,677,False
CE6RSMXZNS,49678,94388,64581,2551,0,17080,0,0,3652,1044,0,1515,21851,1985,49678,No,True,False,False,True,False,618,False
CE8ZN4IWFL,379090,783454,833999,14599,0,32342,1421,17739,35348,10244,0,13045,110808,17181,252727,High,True,False,False,True,False,557,True
CE91QIR5BZ,224755,1086317,2846899,6604,29545,8024,0,2577,61282,11463,0,6021,45943,15837,187296,High,True,True,False,True,True,503,False
CE99BCSEAN,86634,196895,212647,2559,0,3274,0,813,22382,2607,26128,2633,12023,6339,78758,Low,True,False,False,True,True,635,True
CEAWO3QWJ6,127823,660418,1661696,4186,19910,5327,0,0,36081,5415,0,3668,21383,10549,106519,No,True,True,False,True,True,561,True
CEBBO3BNCW,122999,209098,725694,20225,7416,30702,0,0,8991,3188,0,3069,45711,3697,122999,No,True,True,False,True,False,573,True
CECYWGDGL5,273344,925166,2922684,17690,0,24128,0,11958,26499,7651,34546,9786,65157,12850,210265,High,True,True,False,True,False,506,True
CED1GNF9J1,195779,307652,1468341,11842,0,22386,0,11032,22277,6779,0,9815,43929,11782,139842,High,True,False,False,True,False,575,False
CEDHJ1LF3F,299319,680270,2013599,14663,38229,10281,0,0,83699,22609,0,6345,75881,20401,272108,No,True,False,False,True,True,624,False
CEDJ113119,455062,606749,5157365,17504,8877,48766,0,19550,42448,11908,47644,14723,150091,17707,379218,High,True,True,False,True,False,575,False
